15:44:26	0.00877,0.106445,0.004086,6.089243,0
15:44:27	0.01068,0.107008,0.004508,6.718595,0
15:44:27	0.00801,0.107496,0.003904,5.818473,0
15:44:27	0.00610,0.107919,0.003408,5.078780,0
15:44:27	0.00877,0.108430,0.004086,6.089243,0
15:44:27	0.00877,0.108936,0.004086,6.089243,0
15:44:27	0.00801,0.109424,0.003904,5.818473,0
15:44:27	0.00687,0.109876,0.003615,5.386860,0
15:44:27	0.01144,0.110455,0.004666,6.954406,0
15:44:28	0.01068,0.111018,0.004508,6.718595,0
15:44:28	0.00877,0.111529,0.004086,6.089243,0
15:44:28	0.00534,0.111924,0.003188,4.750764,0
15:44:28	0.00954,0.112452,0.004260,6.348474,0
15:44:28	0.00877,0.112963,0.004086,6.089243,0
15:44:28	0.01068,0.113522,0.004508,6.718595,0
15:44:28	0.00610,0.113948,0.003408,5.078780,0
15:44:28	0.00877,0.114459,0.004086,6.089243,0
15:44:29	0.00954,0.114987,0.004260,6.348474,0
15:44:29	0.00687,0.115439,0.003615,5.386860,0
15:44:29	0.00877,0.115946,0.004086,6.089243,0
15:44:29	0.01144,0.116529,0.004666,6.954406,0
15:44:29	0.00954,0.117061,0.004260,6.348474,0
15:44:29	0.00801,0.117546,0.003904,5.818473,0
15:44:29	0.00954,0.118078,0.004260,6.348474,0
15:44:29	0.01297,0.118694,0.004968,7.403531,0
15:44:30	0.00687,0.119142,0.003615,5.386860,0
15:44:30	0.01297,0.119763,0.004968,7.403531,0
15:44:30	0.01068,0.120327,0.004508,6.718595,0
15:44:30	0.00687,0.120775,0.003615,5.386860,0
15:44:30	0.01068,0.121338,0.004508,6.718595,0
15:44:30	0.01221,0.121941,0.004819,7.182479,0
15:44:30	0.00687,0.122389,0.003615,5.386860,0
15:44:30	0.00877,0.122900,0.004086,6.089243,0
15:44:31	0.00877,0.123411,0.004086,6.089243,0
15:44:31	0.01144,0.123989,0.004666,6.954406,0
15:44:31	0.01144,0.124573,0.004666,6.954406,0
15:44:31	0.00534,0.124968,0.003188,4.750764,0
15:44:31	0.00954,0.125496,0.004260,6.348474,0
15:44:31	0.00801,0.125984,0.003904,5.818473,0
15:44:31	0.00877,0.126491,0.004086,6.089243,0
15:44:31	0.00954,0.127023,0.004260,6.348474,0
15:44:32	0.01144,0.127606,0.004666,6.954406,1
15:44:32	0.01488,0.128266,0.005321,7.929243,1
15:44:32	0.01144,0.128850,0.004666,6.954406,1
15:44:32	0.00877,0.129360,0.004086,6.089243,1
15:44:32	0.00877,0.129867,0.004086,6.089243,1
15:44:32	0.02441,0.130719,0.006816,10.157561,1
15:44:32	0.21286,0.133235,0.020125,29.992765,1
15:44:32	0.29259,0.136160,0.023595,35.163902,1
15:44:33	0.31090,0.139176,0.024322,36.247512,1
15:44:33	0.34600,0.142384,0.025658,38.238693,1
15:44:33	0.33074,0.145494,0.025086,37.385993,1
15:44:33	0.30632,0.148512,0.024142,35.979667,1
15:44:33	0.32654,0.151628,0.024926,37.148071,1
15:44:33	0.33532,0.154760,0.025259,37.643836,1
15:44:33	0.33074,0.157896,0.025086,37.385993,1
15:44:33	0.31243,0.160943,0.024382,36.336353,1
15:44:34	0.28267,0.163842,0.023192,34.562767,1
15:44:34	0.28382,0.166724,0.023239,34.632659,1
15:44:34	0.26703,0.169541,0.022541,33.592971,1
15:44:34	0.25216,0.172279,0.021904,32.643756,1
15:44:34	0.20790,0.174746,0.019889,29.641326,1
15:44:34	0.16251,0.176926,0.017584,26.206211,1
15:44:34	0.02022,0.177702,0.006202,9.243519,1
15:44:34	-0.09689,0.177702,0.006202,9.243519,1
15:44:35	-0.21286,0.177702,0.006202,9.243519,1
15:44:35	-0.26627,0.177702,0.006202,9.243519,1
15:44:35	-0.23728,0.177702,0.006202,9.243519,1
15:44:35	-0.20523,0.177702,0.006202,9.243519,1
15:44:35	-0.19799,0.177702,0.006202,9.243519,1
15:44:35	-0.19646,0.177702,0.006202,9.243519,1
15:44:35	-0.20333,0.177702,0.006202,9.243519,1
15:44:35	-0.20676,0.177702,0.006202,9.243519,1
15:44:36	-0.18082,0.177702,0.006202,9.243519,1
15:44:36	-0.17891,0.177702,0.006202,9.243519,1
15:44:36	-0.16861,0.177702,0.006202,9.243519,1
15:44:36	-0.14839,0.177702,0.006202,9.243519,1
15:44:36	-0.12665,0.177702,0.006202,9.243519,1
15:44:36	0.03662,0.178737,0.008348,12.440421,1
15:44:36	0.28191,0.181632,0.023160,34.516090,1
15:44:36	0.36202,0.184912,0.026246,39.114025,1
15:44:37	0.37079,0.188206,0.026562,39.585170,1
15:44:37	0.35401,0.191450,0.025953,38.678833,1
15:44:37	0.33913,0.194625,0.025402,37.857357,1
15:44:37	0.34180,0.197788,0.025502,38.006111,1
15:44:37	0.35058,0.201016,0.025827,38.490818,1
15:44:37	0.32311,0.204091,0.024795,36.952270,1
15:44:37	0.36011,0.207337,0.026176,39.010848,1
15:44:37	0.33989,0.210515,0.025431,37.899913,1
15:44:38	0.32921,0.213644,0.025028,37.299655,1
15:44:38	0.30976,0.216679,0.024277,36.180736,1
15:44:38	0.33074,0.219789,0.025086,37.385993,1
15:44:38	0.31777,0.222863,0.024589,36.645606,1
15:44:38	0.27657,0.225730,0.022940,34.187583,1
15:44:38	0.26970,0.228539,0.022653,33.760520,1
15:44:38	0.23499,0.231183,0.021145,31.513002,1
15:44:38	0.15717,0.233344,0.017293,25.771995,1
15:44:39	0.00343,0.233661,0.002556,3.809085,1
15:44:39	-0.10109,0.233661,0.002556,3.809085,1
