41
0.32654,112575592,112586,0.28228
0.58709,112599428,112610,0.32967
0.81903,112623276,112633,0.38331
1.00443,112651768,112662,0.45821
1.23178,112687128,112698,0.56118
1.43931,112722488,112733,0.66939
1.58198,112757848,112769,0.78608
1.66056,112793208,112803,0.89899
1.99779,112828568,112839,1.03012
2.37697,112863928,112874,1.16918
2.46777,112899288,112910,1.31493
2.56199,112934648,112946,1.46342
2.78973,112970008,112980,1.60977
3.21508,113005372,113016,1.77612
3.44625,113040728,113051,1.94357
3.81857,113076092,113087,2.12486
4.29198,113111448,113122,2.31173
4.65286,113146812,113158,2.51185
4.63607,113182168,113192,2.70051
5.03357,113217532,113228,2.90866
5.30785,113252888,113263,3.11646
5.58328,113288248,113299,3.33568
5.30785,113323608,113334,3.54348
5.52567,113358968,113370,3.76157
5.62486,113394328,113404,3.96938
5.54475,113429688,113440,4.18784
5.51614,113465048,113475,4.39968
5.62486,113500408,113511,4.61971
5.62486,113535776,113547,4.83975
5.62486,113571128,113582,5.05367
5.62486,113606492,113617,5.26759
5.62486,113641848,113652,5.48151
5.62486,113677212,113688,5.70154
5.62486,113712568,113723,5.91547
5.62486,113747932,113759,6.13550
5.62486,113783288,113794,6.34942
5.62486,113818648,113829,6.56334
5.62486,113854008,113864,6.77726
5.62486,113889368,113900,6.99730
5.62486,113924728,113935,7.21122
5.62486,113960088,113971,7.43125
5.62486,113995448,114006,7.64517
5.62486,114030808,114041,7.85909
5.62486,114066168,114077,8.07912
5.62486,114101528,114112,8.29304
0.90181,114136892,114148,8.38115
0.02022,125790216,125801,4.27010
0.04997,130205504,130216,2.54349
0.03738,130496172,130506,0.14450
0.03738,130553364,130564,0.02890
0.18502,130588308,130598,0.03769
0.23575,130623280,130634,0.04505
0.02365,130647124,130658,0.05456
0.06218,130715444,130726,0.04370
0.11101,130750392,130761,0.03005
0.13619,130774216,130785,0.05288
0.13199,130798068,130808,0.07441
0.07439,130855288,130866,0.04077
0.06104,131023664,131035,0.10760
0.04005,131069736,131081,0.02373
0.11101,131093572,131104,0.04347
0.13542,131139640,131150,0.04362
0.19989,131163476,131174,0.07128
0.17357,131254032,131265,0.09770
0.09422,131288980,131300,0.02769
0.29870,131323940,131335,0.04930
0.06981,131347792,131358,0.06496
0.15793,131427220,131438,0.08193
0.08659,131462160,131473,0.02654
0.06828,131497124,131508,0.02357
0.18158,131520964,131531,0.04883
0.06371,131555912,131566,0.02277
0.18578,131590876,131601,0.03888
0.20867,131614740,131625,0.06713
0.15373,131638600,131649,0.09138
0.13008,131662444,131673,0.11369
0.09880,131714756,131725,0.04212
0.05150,131738632,131749,0.05616
0.02632,131774360,131785,0.01505
0.02174,131798604,131809,0.02417
0.02289,132645572,132656,0.33023
0.08736,132669412,132680,0.34851
0.48409,132693260,132704,0.39155
0.87320,132717104,132727,0.44694
1.14862,132740960,132752,0.51598
1.34852,132769440,132780,0.59978
1.57053,132804804,132815,0.71282
1.66400,132840160,132850,0.82917
