0.02098,2409288620,2409299,0.02986
0.02785,2409501544,2409512,0.09160
0.02785,2409781140,2409792,0.12042
0.03052,2411717296,2411727,0.87114
0.03052,2411763464,2411774,0.02116
0.07057,2411831860,2411842,0.04655
0.02976,2411855776,2411867,0.05767
0.06828,2411879712,2411890,0.07316
0.12665,2411903644,2411914,0.09517
0.06218,2411928724,2411939,0.11123
0.09613,2411966164,2411976,0.14080
0.03586,2412003604,2412014,0.15934
0.04730,2412041040,2412052,0.18064
0.02632,2412078484,2412089,0.19611
0.03319,2412115924,2412127,0.21395
0.04005,2412153364,2412164,0.23303
0.06294,2412190804,2412201,0.25696
0.05150,2412228244,2412238,0.27860
0.04730,2412265684,2412276,0.29989
0.07248,2412303136,2412314,0.32626
0.02022,2412362792,2412374,0.02199
0.02174,2412798112,2412809,0.16531
0.06371,2412822032,2412832,0.18027
0.21820,2412845984,2412857,0.21036
0.33188,2412869920,2412880,0.24451
0.42992,2412894960,2412906,0.28844
0.49210,2412932400,2412943,0.35533
0.54093,2412969844,2412981,0.42736
0.67216,2413007280,2413018,0.50553
0.75685,2413044724,2413056,0.59073
0.75189,2413082160,2413092,0.67118
0.74464,2413119600,2413130,0.75568
0.70459,2413157040,2413167,0.83572
0.73777,2413194480,2413205,0.91983
0.70039,2413231924,2413243,1.00179
0.73167,2413269360,2413280,1.08335
0.72976,2413306804,2413318,1.16701
0.81369,2413344240,2413355,1.25302
0.88617,2413381680,2413392,1.34278
0.95369,2413419120,2413429,1.43590
0.92622,2413456560,2413467,1.53015
0.90181,2413494000,2413504,1.62070
0.85107,2413531440,2413542,1.71104
0.86862,2413568884,2413580,1.80231
0.89647,2413606320,2413617,1.89259
0.91402,2413643764,2413655,1.98622
0.83009,2413681200,2413691,2.07075
0.85832,2413718640,2413729,2.16147
0.81025,2413756080,2413766,2.24730
0.85908,2413793520,2413804,2.33807
0.83124,2413830964,2413842,2.42736
0.85107,2413868400,2413879,2.51532
0.84154,2413905844,2413917,2.60516
0.84154,2413943280,2413954,2.69263
0.87472,2413980720,2413991,2.78181
0.92966,2414018160,2414028,2.87375
0.94873,2414055600,2414066,2.96913
0.96094,2414093040,2414104,3.06513
1.03075,2414130480,2414141,3.16194
1.03761,2414167924,2414179,3.26169
1.00175,2414205360,2414216,3.35713
0.99565,2414242804,2414254,3.45484
1.00290,2414280240,2414290,3.54775
0.94491,2414317680,2414328,3.64295
0.96246,2414355120,2414365,3.73649
1.07958,2414392560,2414403,3.83824
1.09712,2414430004,2414441,3.94082
1.10819,2414467440,2414478,4.04120
1.16045,2414504884,2414516,4.14669
1.18219,2414542320,2414553,4.25037
1.21805,2414579760,2414590,4.35560
1.27298,2414617200,2414627,4.46318
1.40192,2414654640,2414665,4.57913
1.53429,2414692080,2414703,4.70044
1.58045,2414729520,2414740,4.82031
1.53658,2414766964,2414778,4.94170
1.53010,2414804400,2414815,5.05965
1.60487,2414841844,2414853,5.18371
1.65522,2414879280,2414889,5.30307
1.69909,2414916720,2414927,5.43072
1.71397,2414954160,2414964,5.55555
1.58999,2414991600,2415002,5.67904
1.47326,2415029044,2415040,5.79790
1.47173,2415066480,2415077,5.91358
1.40612,2415103924,2415115,6.02970
1.38933,2415141360,2415152,6.14210
1.41566,2415178800,2415190,6.25861
1.40269,2415216240,2415226,6.36849
1.44617,2415253680,2415264,6.48626
1.53925,2415291124,2415302,6.60776
1.55222,2415328560,2415339,6.72655
1.48737,2415366004,2415377,6.84599
1.46372,2415403440,2415414,6.96135
1.34852,2415440884,2415452,7.07507
1.31151,2415478320,2415489,7.18427
1.24056,2415515760,2415526,7.29047
1.20737,2415553200,2415563,7.39524
1.13527,2415590640,2415601,7.49959
1.04448,2415628084,2415639,7.59967
1.03227,2415665520,2415676,7.69655
0.94415,2415702964,2415714,7.79171
0.97314,2415740400,2415751,7.88577
0.92813,2415777840,2415789,7.98011
0.89647,2415815280,2415825,8.06795
0.88617,2415852720,2415863,8.16014
0.82589,2415890160,2415901,8.24914
0.75875,2415927600,2415938,8.33220
0.69657,2415965044,2415976,8.41393
0.76295,2416002480,2416013,8.49722
0.74121,2416039924,2416051,8.58153
0.69238,2416077360,2416088,8.66087
0.70382,2416114800,2416125,8.74086
0.64240,2416152240,2416162,8.81729
0.56687,2416189680,2416200,8.89102
0.54971,2416227124,2416238,8.96363
0.51537,2416264560,2416275,9.03208
0.47990,2416302004,2416313,9.09992
0.44747,2416339440,2416350,9.16371
0.02289,2417277392,2417288,0.36571
0.09766,2417301320,2417312,0.38504
0.13619,2418092404,2418103,0.75227
0.02441,2418338676,2418350,0.09946
0.02365,2419407660,2419419,0.42368
0.03243,2419576116,2419587,0.07796
0.04196,2419600028,2419610,0.09010
0.03853,2419623956,2419635,0.10275
0.02174,2419647896,2419658,0.11149
0.02098,2419672968,2419684,0.12120
0.04196,2419710408,2419721,0.14073
0.07858,2419747856,2419759,0.16818
0.05608,2419785292,2419795,0.19015
0.20333,2419822728,2419833,0.23431
0.07515,2419860168,2419870,0.26045
0.02632,2420364608,2420375,0.21114
0.05417,2420388532,2420399,0.22554
0.17624,2420412480,2420423,0.25150
0.30747,2420436416,2420447,0.28580
0.42840,2420461472,2420472,0.32797
0.56611,2420498912,2420509,0.39971
0.79194,2420536352,2420547,0.48686
0.92355,2420573792,2420584,0.57850
1.10475,2420611232,2420622,0.68143
1.16312,2420648672,2420659,0.78426
1.11543,2420686112,2420697,0.88769
1.33021,2420723552,2420734,0.99766
1.35882,2420760992,2420771,1.10881
1.22225,2420798428,2420809,1.21708
1.22148,2420835872,2420846,1.32247
1.32258,2420873312,2420884,1.43509
1.27375,2420910752,2420921,1.54270
1.15892,2420948192,2420959,1.64813
1.20737,2420985640,2420997,1.75573
1.23445,2421023072,2421033,1.85881
1.17418,2421060512,2421071,1.96493
1.11200,2421097952,2421108,2.06548
1.12497,2421135392,2421146,2.16935
1.07347,2421172828,2421183,2.26814
1.10208,2421210272,2421221,2.37094
1.13451,2421247712,2421258,2.47251
1.19364,2421285152,2421296,2.57950
1.18906,2421322592,2421334,2.68629
1.26230,2421360032,2421370,2.79052
1.32372,2421397468,2421408,2.90319
1.27642,2421434912,2421445,3.01092
1.24743,2421472352,2421483,3.12029
1.33021,2421509792,2421520,3.23027
1.31495,2421547232,2421558,3.34257
1.26955,2421584680,2421596,3.45291
1.29053,2421622112,2421633,3.56123
1.26688,2421659552,2421670,3.66855
1.33440,2421696992,2421707,3.77870
1.37293,2421734432,2421745,3.89345
1.31228,2421771872,2421782,4.00268
1.36492,2421809312,2421820,4.11709
1.33783,2421846752,2421857,4.22738
1.33898,2421884192,2421895,4.34069
1.36263,2421921632,2421933,4.45501
1.39544,2421959072,2421969,4.56460
1.47860,2421996512,2422007,4.68368
1.47517,2422033952,2422044,4.79949
1.40536,2422071392,2422082,4.91559
1.39658,2422108832,2422119,5.02827
