2.61959,1028540448,1028551,5.20201
2.55245,1028577888,1028588,5.35435
2.47921,1028615328,1028626,5.50855
2.41131,1028652768,1028663,5.65661
2.51125,1028690208,1028701,5.81180
2.53033,1028727648,1028739,5.96758
2.41970,1028765088,1028775,6.11189
2.36591,1028802528,1028813,6.26252
2.38766,1028839968,1028850,6.40986
2.11604,1028877408,1028888,6.55232
2.01076,1028914848,1028925,6.68753
2.00809,1028952288,1028963,6.82630
1.86618,1028989736,1029001,6.96008
1.90356,1029027168,1029038,7.09164
1.74182,1029064608,1029075,7.21748
1.74716,1029102048,1029112,7.34352
1.63424,1029139488,1029150,7.46871
1.67277,1029176928,1029187,7.59203
1.82155,1029214368,1029225,7.72420
1.74258,1029251808,1029262,7.85007
1.66857,1029289248,1029300,7.97657
1.61784,1029326688,1029338,8.10113
1.57435,1029364128,1029374,8.21754
1.74983,1029401568,1029412,8.34708
1.61784,1029439008,1029449,8.46837
1.42634,1029476448,1029487,8.58532
1.25734,1029513888,1029524,8.69224
0.15984,1029551328,1029562,8.73140
0.02899,1029588776,1029600,8.74807
0.06447,1030248860,1030259,0.43121
0.04616,1030361708,1030372,0.06257
0.04616,1030519036,1030530,0.08748
0.04540,1030731924,1030743,0.11695
0.10567,1030778092,1030789,0.03854
0.13428,1030824232,1030835,0.04344
0.09422,1030881500,1030892,0.04509
0.14229,1030938756,1030949,0.05541
0.06104,1030973780,1030984,0.02228
0.05493,1031031048,1031042,0.03503
0.04349,1031054956,1031065,0.04739
0.05417,1031078888,1031090,0.06239
0.03510,1031113936,1031124,0.01641
0.17205,1031193436,1031204,0.08551
0.02899,1031217360,1031228,0.09605
0.08125,1031319116,1031329,0.07419
0.17205,1031365268,1031375,0.04917
0.11978,1031389196,1031400,0.07147
0.05684,1031413132,1031424,0.08621
0.09079,1031437072,1031448,0.10485
0.06027,1031473248,1031484,0.02278
0.10910,1031532932,1031543,0.05022
0.24529,1031579092,1031589,0.05871
0.02785,1031636368,1031647,0.02494
0.02441,1031671400,1031682,0.01409
0.14420,1031728672,1031739,0.05578
0.04807,1031763716,1031775,0.02034
0.13695,1031787648,1031798,0.04228
0.06828,1031856056,1031867,0.04647
0.06447,1031879976,1031890,0.06152
0.03586,1032037320,1032048,0.07711
0.04616,1032061244,1032072,0.09039
0.34524,1032174108,1032184,0.16959
0.11101,1032209156,1032220,0.03091
0.02441,1032244200,1032255,0.01409
0.03052,1032268128,1032279,0.02490
0.02098,1032658952,1032670,0.14596
0.08049,1032682880,1032693,0.16277
0.30365,1032706816,1032718,0.19827
0.54360,1032730764,1032741,0.24198
0.70535,1032755812,1032766,0.29609
0.96513,1032793252,1032804,0.39229
1.42176,1032830692,1032841,0.50599
1.72618,1032868132,1032879,0.63465
2.01915,1032905572,1032916,0.77014
2.01152,1032943012,1032953,0.90538
2.09316,1032980448,1032991,1.04706
2.19806,1033017892,1033028,1.18843
2.37697,1033055332,1033066,1.33941
2.47578,1033092772,1033103,1.48945
2.53490,1033130212,1033141,1.64536
2.75578,1033167652,1033179,1.80793
2.81682,1033205092,1033216,1.96796
2.77333,1033242528,1033253,2.12676
2.89273,1033279972,1033290,2.28893
3.05104,1033317412,1033328,2.45999
2.97360,1033354852,1033365,2.62442
2.96941,1033392292,1033403,2.79317
2.96826,1033429732,1033441,2.96189
3.13611,1033467172,1033478,3.13075
3.19905,1033504612,1033516,3.30590
3.19028,1033542052,1033552,3.47161
3.43137,1033579492,1033590,3.65301
3.39208,1033616932,1033627,3.82863
3.54047,1033654372,1033665,4.01290
3.56565,1033691812,1033702,4.19295
3.44511,1033729252,1033740,4.37472
3.62898,1033766692,1033778,4.56127
3.44091,1033804132,1033815,4.73815
3.41382,1033841568,1033852,4.91432
3.33066,1033879012,1033889,5.08834
3.24559,1033916452,1033927,5.26477
3.06744,1033953892,1033964,5.43177
3.00031,1033991332,1034002,5.60140
3.03502,1034028772,1034039,5.76751
2.89197,1034066212,1034077,5.93405
2.85954,1034103648,1034115,6.09965
2.91638,1034141092,1034151,6.25809
2.69207,1034178528,1034189,6.41876
2.72679,1034215972,1034226,6.57622
2.49065,1034253412,1034264,6.73077
2.50324,1034290852,1034301,6.88163
2.52346,1034328292,1034339,7.03720
2.29839,1034365736,1034377,7.18566
2.16754,1034403172,1034414,7.32604
2.18318,1034440608,1034451,7.46693
2.20417,1034478052,1034488,7.60850
2.00732,1034515492,1034526,7.74724
1.92950,1034552932,1034563,7.87969
1.87457,1034590372,1034601,8.01377
1.87724,1034627812,1034638,8.14442
1.83566,1034665252,1034676,8.27710
1.55680,1034702688,1034714,8.39929
1.45228,1034740132,1034750,8.51109
1.36950,1034777568,1034788,8.62569
0.02022,1034848360,1034859,0.02602
0.02899,1035472612,1035483,0.27381
0.16327,1035919016,1035929,0.46443
0.10491,1035976296,1035986,0.04758
0.13352,1036066920,1036078,0.08663
0.08125,1036335392,1036346,0.19687
0.13352,1036548320,1036559,0.20057
0.07782,1036594452,1036605,0.03307
0.03586,1036651716,1036662,0.02782
0.04616,1036720088,1036731,0.03820
0.08125,1036788468,1036798,0.04922
0.22507,1036823508,1036834,0.04401
0.11597,1036936356,1036947,0.09917
0.14496,1036993628,1037004,0.05593
0.05417,1037017536,1037028,0.07032
0.03738,1037441696,1037452,0.21127
0.05493,1037465628,1037476,0.22577
0.04883,1037489560,1037500,0.23944
0.24529,1037580232,1037591,0.11615
0.12055,1037615276,1037626,0.03132
0.02632,1037639204,1037649,0.04093
0.02976,1037674236,1037685,0.01600
0.02708,1037998360,1038009,0.13742
0.10986,1038022284,1038032,0.15706
